id,code
990b9e57-4c4f-4e5c-bc87-6f2c82d3f577,HU
d7a3a474-c9ff-455e-ac74-83140dffff6c,HU
9b046b00-184d-43b4-8704-2fe1ba935cfc,HU
90ab5252-e6d5-422d-af3b-3fe1f9cb6686,HU
2f09a607-3004-43a5-9811-048df53d6312,HU
c3ba2872-0f9c-43e0-9713-09dd80dd91ac,HU
34d23d8e-9138-410f-8949-35a3fa2db9bb,HU
585e8c53-b428-41da-ad66-f72c3901eeeb,HU
7d520765-4525-4aee-8220-d78d2297e3fc,HU
fcbaee99-35be-46c0-ae01-9cea9ece8ad2,HU
bc52904c-c60a-4186-8782-65e9b5e3f17e,HU
fb26d827-aff1-4552-8f49-e926147fc2c4,HU
3d0d94ee-1c85-413e-9b2f-b375bd38f934,HU
bc4a2a9d-48c8-4553-9eba-d7a5fcf03281,HU
3a3fd1af-3591-49e9-a793-47875b31c3bc,HU
b58ea183-f976-42a5-a13f-9a4a0eda3580,HU
c78f330b-9c01-456b-a4bb-14bdb38612a2,HU
8bb2cce9-8f30-425a-9ba0-9c4088fcc5ca,HU
4aba1590-ce37-4342-a28a-2943e9cee66c,HU
6c1a4590-036a-4a09-8ea1-886e7999f1f6,HU
b21037df-f612-4843-803d-236715c0d968,HU
7b6ff680-d6ab-4103-9267-02aa47c53d1b,HU
a49cf375-dca7-49be-9952-3305b760e8a4,HU
ee8e3062-fa16-4951-a3d3-ca062728e4f2,HU
f48fdca8-551c-4449-86d2-d7307a7a6155,HU
8eae1397-dc51-4fa8-8ba7-8d70ffd152d5,HU
0dac4443-27e7-4dcd-bea6-afa6f7254ee1,HU
5202f895-f30d-4647-ac13-b5d957bc4438,HU
c497f2cf-8e27-427b-b9db-4b6f82041936,HU
d151b562-f553-4d2e-b244-5ae3edcc4cbf,HU
c9573ceb-ba3a-4b32-a202-e23b64e73afc,HU
59bcdd64-d299-4b83-821e-80cf0c5d29f6,HU
fcae63ca-548d-439e-b414-fe445e3d5090,HU
ad41aba7-8718-4083-a0e6-60f3c936b7d6,HU
5f7c981d-dfa4-426a-be5d-2e707a672a3a,HU
604da185-d455-4e36-9818-5cb5d8d2421f,HU
e7b1fc63-44ae-4aa0-9796-434dc9bb94ee,HU
96e5dfe0-f7a1-4025-b1c4-b8f2e8eec041,HU
61d4926d-f3b9-4c05-ad41-95c6c9ea3e93,HU
0a0555d9-9383-4cd8-95a6-0d1be4b5c4de,HU
3ae136e2-5088-4815-af0e-fcb1f64eee57,HU
43295d33-ec9b-4383-abbd-9692b50664f4,HU
6653addd-0154-479b-9a3c-eacbaaf91f0e,HU
420576e7-f02b-4190-81d3-7b923cf0f646,HU
5af06fed-a358-4fcc-a5e6-3a72288ef8c5,HU
f70480db-3677-4697-9d07-4b9a611450b6,HU
43077c95-a2a2-4f27-927f-a5ac9168b62c,HU
db15d505-91c3-4629-8696-7807fa032fce,HU
3a080986-8922-40d1-85b3-cf481cd33b97,HU
7ec2505b-41d9-4e11-a25d-8f312d335a0a,HU
d878bf7f-f0b3-491f-8887-d0ad135b81a4,HU
ec6f5091-17fc-4607-81b7-e509338d15fc,HU
f8d9092e-2398-4b79-ae90-d6075b45b48b,HU
5adf55ad-7320-4714-8e5d-2fd3b4949311,HU
def57524-9b86-4653-8332-e82a18d5f1f7,HU
7b0269df-2b0a-4f83-b52e-0bd00707e2c9,HU
80574dd6-6482-4943-991d-daa32691457e,HU
accb048a-35e9-4ebf-aa42-d1ff1d95a4df,HU
769481a4-8f30-44f7-9825-ed820e1364a9,HU
426ce60c-715c-435a-8d5e-c755e739e817,HU
bedf2cef-e65f-4c50-8ef6-4b5f326281f0,HU
18a537f8-466a-44f4-a844-c0e080cb1a26,HU
4f45428e-457e-428a-a3f9-c7dc8981064d,HU
14ea6ed4-43b8-4244-b02f-e5bf4facd7fe,HU
e3fe8604-d512-48b1-88cf-b38afc0039b1,HU
571e87bd-9983-4b12-8e7a-976594c24486,HU
34251694-c84f-41fe-8986-92db4829632f,HU
eccf25d1-9221-44f6-a9ba-d9f835b76c52,HU
e85e7b0e-5469-460e-92fd-d0afae8a7bbb,HU
dcef5a46-d2d5-45bb-911d-3c54bf06d329,HU
b163a7f3-f024-40f5-bb99-42efd1bfc9b3,HU
a41f73a4-9882-4030-be7f-baaa3b706e05,HU
ee57bf60-f197-440e-9b6d-1d1ae78251f5,HU
9b574f27-b674-45a2-818f-5c67b2d6c20c,HU
28bc5231-1d68-4a4f-b697-7f35e3076b4d,HU
cc9d3ab1-25e7-4257-9fa8-ec89b6fcfdc4,HU
f0d85368-54b3-4a1e-9923-8501b08f52f4,HU
7676cdfe-1a1c-4180-9619-1e66595c6a1e,HU
6326c9ed-61f7-4d4a-bde7-5e2c9cef1b48,HU
c375f30c-539f-411e-b9e2-58bf1e47fdf2,HU
552a87b7-de2e-4b82-aff4-44d7a3aca78b,HU
38615021-ec4f-41c2-80f2-9183274da0fd,HU
2a03b027-dc0d-447a-8786-c1ddeae8a01d,HU
8a585716-e89b-438f-aab3-382b6f62e521,HU
159d2988-1d7f-4829-9dc3-c35801d62e43,HU
733d53d7-99d8-4a6b-8ba3-f425043a5a57,HU
7081f565-34c9-43f4-b634-4255e43848f9,HU
4e86ecb3-68a2-40fa-bebb-0161525c66a2,HU
d0bac551-0bea-4424-aad9-db48747f942c,HU
b44f221d-7d48-4af1-ad20-bd57662b7c7d,HU
68d6e32d-95fa-4592-83f8-8ac6ccaf66be,HU
585ee5ae-4b9a-44a4-a122-323fdb0e4fa5,HU
8b24b4f9-3bbd-4b65-a54e-897d1c4fa91d,HU
be8fc80d-87be-4de7-ac56-631d87495df2,HU
a1780680-fa23-48a1-a651-bf2d88b362cf,HU
1621a1e7-d60e-4124-a9cc-6c469fb547fc,HU
959b0780-c1fe-44fc-a106-6484d23edcc5,HU
04b0dc5c-316b-4094-8d0e-67ffae3333f2,HU
64bbc590-eb76-49e3-a399-f2eaf179d295,HU
87397d19-fca4-4e06-821a-de2207283e9a,HU
a5ccd0c0-f0e9-44b5-a71f-6ae410feafd2,HU
6b0d0a2d-1773-41f8-9b29-ab9c79c75774,HU
5de7e068-e6bb-4848-95b7-d2d1c363cd66,HU
b538fe62-c70a-49b7-829a-5ee4df3c6c87,HU
2e418636-5986-47bc-8a69-de3d915e9f97,HU
0a0f947b-fa12-4407-b90a-dd5e63ea0fb3,HU
dd9c6e22-8410-405a-b477-e411c0664892,HU
8ef003c0-824f-4ce7-a129-f4dc19747dda,HU
80fbec73-d60b-45df-9936-93b7c2bc1132,HU
30ad4a8d-a835-459e-93e3-f852f0e6a084,HU
bda2eead-f10b-4fb7-b65d-761477e00362,HU
bc64d27d-f310-4a38-b706-dc0e634df221,HU
7e67d654-c461-4d38-8d2f-e9573844feb8,HU
53364488-f81a-4f16-b52c-f618f1fc2385,HU
698eaed5-8ed3-451f-8699-7d1694f4728f,HU
73377101-c856-4b7c-ad6d-22e13d80fa83,HU
ea9cbb2e-37d0-48f1-85e7-eb98a72db5d0,HU
b760e5c8-a827-45be-88b6-56bb8e1a868f,HU
68c587aa-f04e-4f9c-8311-a14484d7e9d4,HU
60a8caf2-303d-4ba5-a955-87b5114abbb9,HU
e68458a3-8f93-4b23-a56c-d1496a2d4d0a,HU
9658269b-3d17-4451-b3e0-a5f5c1a5e190,HU
126cdf9d-abe7-4f72-a74f-26ae5aba80ff,HU
400076f7-f0a6-4927-83c6-0ca6e87658a9,HU
1890767f-a982-42bc-86af-852707425fcb,HU
882ac239-4ea1-4db3-b992-c582820cc94c,HU
0c937e2f-8863-4c28-be04-6e85542bab47,HU
331efb35-ea05-4f21-ab00-e850c4c60a42,HU
4d4a48c8-a5fc-4a2b-bfa1-91e92cd045c3,HU
9ae5b4a8-4ca1-423f-8813-1bf5c86da9bf,HU
6b821882-c6eb-4098-8a2b-7714db9f0dd6,HU
f5d19262-c90a-4449-baf8-c875973b5e44,HU
fc264941-8487-457d-902a-ef7450ce41e2,HU
76b90fa2-4338-41f1-b215-c6bdb5769054,HU
79b2b313-9660-43b7-a5d1-91203944b3f5,HU
775e165a-2180-4491-a1d4-0e73aef82b6b,HU
94598092-4334-434b-9b49-194ee03152b3,HU
1d6a5aa5-20ae-4ad4-8f42-72a3fc2699bd,HU
29ccb57e-9a5e-41e3-8215-917f1c9625c7,HU
3b492af7-914d-4c39-a59d-d6daf61153cb,HU
405b832f-521a-40cd-82be-aefa39680b19,HU
ce794239-ad27-4b1c-9b37-e918c9164b47,HU
c216be84-9ebb-47e9-b174-d0fdc858f49d,HU
a2ca41d7-d9b0-4860-a49a-3191c7b0e0bc,HU
cbd3dcc4-ae41-4ebf-8c8b-2dce586033c4,HU
afe64d9b-8d80-41c0-b86c-363e8762d5dd,HU
c78a95a1-7f13-4419-a6e2-5b9637b17b29,HU
69acd8cc-122f-412a-8331-45c9934d5a63,HU
3121dbcf-8dc8-4734-93ee-5eae76e3fa87,HU
41d2710a-bded-406e-9d3a-f44de58e6470,HU
4e4f26e5-909c-401d-b65b-f7c8f508afb5,HU
9f136bbd-020d-482f-8355-a50ee266b110,HU
2b719758-5594-4335-bed5-13d2e592df7d,HU
ddfc5d6d-ed6e-4a73-85a3-a09dabc7db8d,HU
69d94463-c6e1-465c-83b0-6e77a57f7ed5,HU
45db5598-a666-4059-891a-e6d243cdfa51,HU
a99cde3e-c3ab-4482-aa7e-530089095c9c,HU
2b7eff31-d8ee-4ed8-9efe-1aece48fae9c,HU
14bf16b4-79ce-443e-8768-ab0b09c56153,HU
c7830b52-3d13-44ba-a5bb-bdee358d6d46,HU
0b650e52-674d-4405-b485-460760d68117,HU
02205211-b045-4b56-a92d-c9db9b2e3c3e,HU
a5378e4c-525a-44a9-9975-bdd8038365e8,HU
688d5745-8743-456c-bf29-e76d21f03a24,HU
2e29aed0-ff69-47f0-b386-bd76297d514f,HU
bb737ae0-87d3-4b71-9ab8-41692ba96b04,HU
1ae865d3-824c-402e-84cf-3fef0b00b33d,HU
ed490743-61e3-40dc-9bb8-cdddd6358aa6,HU
b8a4a2a0-b0f8-4e1f-8495-c8dd5afe6873,HU
ae3ee4ce-1647-4695-b9ab-0f441f6567e6,HU
5e758c2c-2c18-465b-b313-ea4c6e95bcaf,HU
d0a4780f-8e5a-466b-a09f-7f5b3242f2b7,HU
6d8e710e-0c29-4a13-a756-62c2d97300fc,HU
a912056c-abe8-48a3-8637-d23dc5a15e34,HU
a344cc41-97a6-459b-9527-1d3aeea8ffb3,HU
28672aa8-7007-40a9-8263-e73362f1b241,HU
6f6c391c-b2e3-4a3b-b719-98efd7d524d4,HU
56bb9251-692c-45e7-9eb0-4831e76edcbe,HU
8ffbdf42-347a-49ab-bdda-67d541696eae,HU
